week,state,covid_admissions,influenza_admissions,rsv_admissions,total_respiratory_admissions
2024-03-02,MI,544.0,,1.0,545.0
2024-03-09,MI,480.0,851.0,1.0,1332.0
2024-03-16,MI,396.0,599.0,0.0,995.0
2024-03-23,MI,322.0,530.0,1.0,853.0
2024-03-30,MI,269.0,523.0,1.0,793.0
2024-04-06,MI,265.0,457.0,0.0,722.0
2024-04-13,MI,225.0,334.0,0.0,559.0
2024-04-20,MI,194.0,170.0,1.0,365.0
2024-04-27,MI,138.0,123.0,0.0,261.0
2024-05-04,MI,132.0,83.0,0.0,215.0
2024-05-11,MI,106.0,50.0,0.0,156.0
2024-05-18,MI,82.0,31.0,0.0,113.0
2024-05-25,MI,83.0,29.0,0.0,112.0
2024-06-01,MI,89.0,15.0,0.0,104.0
2024-06-08,MI,81.0,9.0,0.0,90.0
2024-06-15,MI,88.0,9.0,0.0,97.0
2024-06-22,MI,104.0,9.0,0.0,113.0
2024-06-29,MI,99.0,11.0,0.0,110.0
2024-07-06,MI,164.0,7.0,0.0,171.0
2024-07-13,MI,171.0,9.0,0.0,180.0
2024-07-20,MI,165.0,8.0,0.0,173.0
2024-07-27,MI,209.0,7.0,0.0,216.0
2024-08-03,MI,262.0,2.0,0.0,264.0
2024-08-10,MI,255.0,5.0,0.0,260.0
2024-08-17,MI,330.0,9.0,0.0,339.0
2024-08-24,MI,375.0,12.0,0.0,387.0
2024-08-31,MI,450.0,10.0,0.0,460.0
2024-09-07,MI,399.0,9.0,0.0,408.0
2024-09-14,MI,495.0,16.0,0.0,511.0
2024-09-21,MI,466.0,11.0,0.0,477.0
2024-09-28,MI,360.0,9.0,0.0,369.0
2021-10-09,MP,0.0,0.0,,0.0
2021-10-16,MP,0.0,0.0,,0.0
2021-10-23,MP,0.0,0.0,,0.0
2021-10-30,MP,0.0,0.0,,0.0
2021-11-06,MP,0.0,0.0,,0.0
2021-11-13,MP,0.0,0.0,,0.0
2021-11-20,MP,0.0,0.0,,0.0
2021-11-27,MP,2.0,0.0,,2.0
2021-12-04,MP,7.0,0.0,,7.0
2021-12-11,MP,58.0,0.0,,58.0
2021-12-18,MP,104.0,0.0,,104.0
2021-12-25,MP,86.0,0.0,,86.0
2022-01-01,MP,120.0,0.0,,120.0
2022-01-08,MP,112.0,0.0,,112.0
2022-01-15,MP,74.0,45.0,,119.0
2022-01-22,MP,60.0,105.0,,165.0
2022-01-29,MP,24.0,105.0,,129.0
2022-02-05,MP,14.0,75.0,,89.0
2022-02-12,MP,3.0,0.0,,3.0
2022-02-19,MP,8.0,0.0,,8.0
2022-02-26,MP,11.0,0.0,,11.0
2022-03-05,MP,6.0,0.0,,6.0
2022-03-12,MP,2.0,0.0,,2.0
2022-03-19,MP,4.0,0.0,,4.0
2022-03-26,MP,6.0,0.0,,6.0
2022-04-02,MP,0.0,0.0,,0.0
2022-04-09,MP,1.0,0.0,,1.0
2022-04-16,MP,0.0,0.0,,0.0
2022-04-23,MP,0.0,0.0,,0.0
2022-04-30,MP,0.0,0.0,,0.0
2022-05-07,MP,,,,0.0
2022-05-14,MP,,,,0.0
2022-05-21,MP,,,,0.0
2022-05-28,MP,0.0,0.0,,0.0
2022-06-04,MP,0.0,0.0,,0.0
2022-06-11,MP,0.0,0.0,,0.0
2022-06-18,MP,4.0,0.0,,4.0
2022-06-25,MP,4.0,0.0,,4.0
2022-07-02,MP,,,,0.0
2022-07-09,MP,,,,0.0
2022-07-16,MP,,,,0.0
2022-07-23,MP,7.0,0.0,,7.0
2022-07-30,MP,0.0,0.0,,0.0
2022-08-06,MP,0.0,0.0,,0.0
2022-08-13,MP,,,,0.0
2022-08-20,MP,,,,0.0
2022-08-27,MP,,,,0.0
2022-09-03,MP,,,,0.0
2022-09-10,MP,,,,0.0
2022-09-17,MP,0.0,0.0,,0.0
2022-09-24,MP,,,,0.0
2022-10-01,MP,,,,0.0
2020-10-03,MT,316.0,,,316.0
2020-10-10,MT,339.0,,,339.0
2020-10-17,MT,427.0,0.0,,427.0
2020-10-24,MT,405.0,0.0,,405.0
2020-10-31,MT,437.0,1.0,,438.0
2020-11-07,MT,525.0,1.0,,526.0
2020-11-14,MT,572.0,1.0,,573.0
2020-11-21,MT,597.0,1.0,,598.0
2020-11-28,MT,530.0,0.0,,530.0
2020-12-05,MT,419.0,0.0,,419.0
2020-12-12,MT,420.0,0.0,,420.0
2020-12-19,MT,361.0,1.0,,362.0
2020-12-26,MT,252.0,1.0,,253.0
2021-01-02,MT,259.0,0.0,,259.0
2021-01-09,MT,283.0,0.0,,283.0
2021-01-16,MT,305.0,0.0,,305.0
2021-01-23,MT,240.0,0.0,,240.0
2021-01-30,MT,170.0,0.0,,170.0
2021-02-06,MT,170.0,0.0,,170.0
2021-02-13,MT,119.0,0.0,,119.0
2021-02-20,MT,157.0,0.0,,157.0
2021-02-27,MT,104.0,1.0,,105.0
2021-03-06,MT,109.0,0.0,,109.0
2021-03-13,MT,106.0,0.0,,106.0
2021-03-20,MT,83.0,0.0,,83.0
2021-03-27,MT,75.0,0.0,,75.0
2021-04-03,MT,66.0,0.0,,66.0
2021-04-10,MT,76.0,2.0,,78.0
2021-04-17,MT,67.0,0.0,,67.0
2021-04-24,MT,74.0,0.0,,74.0
2021-05-01,MT,98.0,0.0,,98.0
2021-05-08,MT,111.0,0.0,,111.0
2021-05-15,MT,90.0,0.0,,90.0
2021-05-22,MT,114.0,0.0,,114.0
2021-05-29,MT,136.0,0.0,,136.0
2021-06-05,MT,122.0,0.0,,122.0
2021-06-12,MT,83.0,0.0,,83.0
2021-06-19,MT,90.0,1.0,,91.0
2021-06-26,MT,81.0,0.0,,81.0
2021-07-03,MT,71.0,0.0,,71.0
2021-07-10,MT,79.0,0.0,,79.0
2021-07-17,MT,98.0,0.0,,98.0
2021-07-24,MT,106.0,0.0,,106.0
2021-07-31,MT,150.0,0.0,,150.0
2021-08-07,MT,200.0,0.0,,200.0
2021-08-14,MT,253.0,0.0,,253.0
2021-08-21,MT,316.0,0.0,,316.0
2021-08-28,MT,352.0,0.0,,352.0
2021-09-04,MT,436.0,0.0,,436.0
2021-09-11,MT,561.0,0.0,,561.0
2021-09-18,MT,622.0,7.0,,629.0
2021-09-25,MT,649.0,1.0,,650.0
2021-10-02,MT,679.0,0.0,,679.0
2025-10-04,NC,291.0,19.0,8.0,318.0
2025-10-11,NC,206.0,22.0,9.0,237.0
2025-10-18,NC,165.0,23.0,4.0,192.0
2025-10-25,NC,119.0,22.0,16.0,157.0
2025-11-01,NC,116.0,27.0,24.0,167.0
2025-11-08,NC,106.0,43.0,36.0,185.0
2025-11-15,NC,131.0,174.0,30.0,335.0
2025-11-22,NC,109.0,115.0,48.0,272.0
2025-11-29,NC,97.0,159.0,77.0,333.0
2025-12-06,NC,91.0,305.0,107.0,503.0
2025-12-13,NC,94.0,525.0,143.0,762.0
2025-12-20,NC,140.0,,166.0,306.0
2025-12-27,NC,191.0,,224.0,415.0
2026-01-03,NC,226.0,,287.0,513.0
2026-01-10,NC,222.0,,273.0,495.0
2026-01-17,NC,197.0,617.0,229.0,1043.0
2026-01-24,NC,170.0,497.0,257.0,924.0
2026-01-31,NC,168.0,418.0,242.0,828.0
2020-10-03,NE,237.0,,,237.0
2020-10-10,NE,304.0,,,304.0
2020-10-17,NE,392.0,0.0,,392.0
2020-10-24,NE,514.0,0.0,,514.0
2020-10-31,NE,702.0,0.0,,702.0
2020-11-07,NE,920.0,2.0,,922.0
2020-11-14,NE,,3.0,,3.0
2020-11-21,NE,,1.0,,1.0
2020-11-28,NE,,0.0,,0.0
2020-12-05,NE,932.0,2.0,,934.0
2020-12-12,NE,758.0,4.0,,762.0
2020-12-19,NE,607.0,4.0,,611.0
2020-12-26,NE,548.0,2.0,,550.0
2021-01-02,NE,507.0,0.0,,507.0
2021-01-09,NE,529.0,2.0,,531.0
2021-01-16,NE,525.0,4.0,,529.0
2021-01-23,NE,433.0,1.0,,434.0
2021-01-30,NE,302.0,1.0,,303.0
2021-02-06,NE,283.0,0.0,,283.0
2021-02-13,NE,178.0,1.0,,179.0
2021-02-20,NE,188.0,5.0,,193.0
2021-02-27,NE,212.0,7.0,,219.0
2021-03-06,NE,170.0,4.0,,174.0
2021-03-13,NE,140.0,5.0,,145.0
2021-03-20,NE,145.0,0.0,,145.0
2021-03-27,NE,116.0,1.0,,117.0
2021-04-03,NE,176.0,4.0,,180.0
2021-04-10,NE,209.0,1.0,,210.0
2021-04-17,NE,179.0,6.0,,185.0
2021-04-24,NE,152.0,5.0,,157.0
2021-05-01,NE,159.0,0.0,,159.0
2021-05-08,NE,132.0,0.0,,132.0
2021-05-15,NE,117.0,0.0,,117.0
2021-05-22,NE,87.0,5.0,,92.0
2021-05-29,NE,68.0,0.0,,68.0
2021-06-05,NE,57.0,0.0,,57.0
2021-06-12,NE,53.0,0.0,,53.0
2021-06-19,NE,67.0,0.0,,67.0
2021-06-26,NE,38.0,0.0,,38.0
2021-07-03,NE,57.0,0.0,,57.0
2021-07-10,NE,51.0,0.0,,51.0
2021-07-17,NE,96.0,0.0,,96.0
2021-07-24,NE,114.0,0.0,,114.0
2021-07-31,NE,157.0,0.0,,157.0
2021-08-07,NE,175.0,0.0,,175.0
2021-08-14,NE,240.0,0.0,,240.0
2021-08-21,NE,262.0,0.0,,262.0
2021-08-28,NE,315.0,1.0,,316.0
2021-09-04,NE,325.0,0.0,,325.0
2021-09-11,NE,310.0,1.0,,311.0
2021-09-18,NE,381.0,1.0,,382.0
2021-09-25,NE,379.0,2.0,,381.0
2021-10-02,NE,356.0,0.0,,356.0
2023-10-07,NH,105.0,2.0,,107.0
2023-10-14,NH,94.0,0.0,,94.0
2023-10-21,NH,76.0,0.0,,76.0
2023-10-28,NH,82.0,2.0,,84.0
2023-11-04,NH,75.0,2.0,,77.0
2023-11-11,NH,78.0,2.0,,80.0
2023-11-18,NH,66.0,2.0,,68.0
2023-11-25,NH,76.0,1.0,,77.0
2023-12-02,NH,93.0,7.0,0.0,100.0
2023-12-09,NH,100.0,15.0,1.0,116.0
2023-12-16,NH,116.0,28.0,1.0,145.0
2023-12-23,NH,133.0,41.0,3.0,177.0
2023-12-30,NH,129.0,51.0,1.0,181.0
2024-01-06,NH,195.0,46.0,4.0,245.0
2024-01-13,NH,153.0,47.0,5.0,205.0
2024-01-20,NH,91.0,30.0,3.0,124.0
2024-01-27,NH,74.0,24.0,0.0,98.0
2024-02-03,NH,76.0,37.0,1.0,114.0
2024-02-10,NH,79.0,43.0,2.0,124.0
2024-02-17,NH,70.0,41.0,1.0,112.0
2024-02-24,NH,57.0,33.0,0.0,90.0
2024-03-02,NH,44.0,39.0,1.0,84.0
2024-03-09,NH,54.0,33.0,0.0,87.0
2024-03-16,NH,46.0,38.0,0.0,84.0
2024-03-23,NH,25.0,25.0,0.0,50.0
2024-03-30,NH,14.0,17.0,0.0,31.0
2024-04-06,NH,20.0,16.0,0.0,36.0
2024-04-13,NH,23.0,14.0,2.0,39.0
2024-04-20,NH,19.0,12.0,0.0,31.0
2024-04-27,NH,24.0,4.0,0.0,28.0
2024-05-04,NH,10.0,3.0,0.0,13.0
2024-05-11,NH,7.0,0.0,0.0,7.0
2024-05-18,NH,4.0,0.0,,4.0
2024-05-25,NH,3.0,0.0,,3.0
2024-06-01,NH,6.0,0.0,,6.0
2024-06-08,NH,4.0,0.0,,4.0
2024-06-15,NH,2.0,0.0,,2.0
2024-06-22,NH,4.0,0.0,,4.0
2024-06-29,NH,5.0,0.0,,5.0
2024-07-06,NH,10.0,0.0,,10.0
2024-07-13,NH,11.0,0.0,,11.0
2024-07-20,NH,8.0,0.0,,8.0
2024-07-27,NH,13.0,0.0,,13.0
2024-08-03,NH,26.0,0.0,,26.0
2024-08-10,NH,28.0,0.0,,28.0
2024-08-17,NH,19.0,0.0,,19.0
2024-08-24,NH,24.0,0.0,,24.0
2024-08-31,NH,29.0,0.0,,29.0
2024-09-07,NH,27.0,0.0,,27.0
2024-09-14,NH,30.0,0.0,,30.0
2024-09-21,NH,21.0,0.0,,21.0
2024-09-28,NH,32.0,0.0,,32.0
2020-10-03,NM,112.0,,,112.0
2020-10-10,NM,116.0,,,116.0
2020-10-17,NM,150.0,,,150.0
2020-10-24,NM,271.0,1.0,,272.0
2020-10-31,NM,395.0,5.0,,400.0
2020-11-07,NM,474.0,10.0,,484.0
2020-11-14,NM,675.0,7.0,,682.0
2020-11-21,NM,826.0,0.0,,826.0
2020-11-28,NM,799.0,1.0,,800.0
2020-12-05,NM,928.0,0.0,,928.0
2020-12-12,NM,846.0,1.0,,847.0
2020-12-19,NM,835.0,4.0,,839.0
2020-12-26,NM,815.0,2.0,,817.0
2021-01-02,NM,867.0,1.0,,868.0
2021-01-09,NM,681.0,3.0,,684.0
2021-01-16,NM,719.0,3.0,,722.0
2021-01-23,NM,717.0,10.0,,727.0
2021-01-30,NM,580.0,2.0,,582.0
2021-02-06,NM,468.0,4.0,,472.0
2021-02-13,NM,264.0,4.0,,268.0
2021-02-20,NM,224.0,1.0,,225.0
2021-02-27,NM,178.0,1.0,,179.0
2021-03-06,NM,249.0,1.0,,250.0
2021-03-13,NM,141.0,0.0,,141.0
2021-03-20,NM,136.0,1.0,,137.0
2021-03-27,NM,108.0,0.0,,108.0
2021-04-03,NM,106.0,0.0,,106.0
2021-04-10,NM,109.0,2.0,,111.0
2021-04-17,NM,119.0,1.0,,120.0
2021-04-24,NM,125.0,0.0,,125.0
2021-05-01,NM,154.0,0.0,,154.0
2021-05-08,NM,246.0,0.0,,246.0
2021-05-15,NM,157.0,0.0,,157.0
2021-05-22,NM,159.0,1.0,,160.0
2021-05-29,NM,139.0,0.0,,139.0
2021-06-05,NM,97.0,3.0,,100.0
2021-06-12,NM,93.0,2.0,,95.0
2021-06-19,NM,96.0,0.0,,96.0
2021-06-26,NM,77.0,1.0,,78.0
2021-07-03,NM,82.0,0.0,,82.0
2021-07-10,NM,103.0,0.0,,103.0
2021-07-17,NM,86.0,0.0,,86.0
2021-07-24,NM,131.0,3.0,,134.0
2021-07-31,NM,157.0,1.0,,158.0
2021-08-07,NM,219.0,3.0,,222.0
2021-08-14,NM,304.0,1.0,,305.0
2021-08-21,NM,371.0,1.0,,372.0
2021-08-28,NM,435.0,0.0,,435.0
2021-09-04,NM,451.0,2.0,,453.0
2021-09-11,NM,375.0,0.0,,375.0
2021-09-18,NM,392.0,0.0,,392.0
2021-09-25,NM,307.0,1.0,,308.0
2021-10-02,NM,333.0,2.0,,335.0
2020-08-08,OH,449.0,,,449.0
2020-08-15,OH,573.0,,,573.0
2020-08-22,OH,634.0,,,634.0
2020-08-29,OH,647.0,,,647.0
2020-09-05,OH,670.0,,,670.0
2020-09-12,OH,592.0,,,592.0
2020-09-19,OH,591.0,,,591.0
2020-09-26,OH,586.0,,,586.0
2020-10-03,OH,744.0,,,744.0
2020-10-10,OH,,,,0.0
2020-10-17,OH,,,,0.0
2020-10-24,OH,,2.0,,2.0
2020-10-31,OH,,1.0,,1.0
2020-11-07,OH,,3.0,,3.0
2020-11-14,OH,,4.0,,4.0
2020-11-21,OH,,2.0,,2.0
2020-11-28,OH,,4.0,,4.0
2020-12-05,OH,,7.0,,7.0
2020-12-12,OH,,6.0,,6.0
2020-12-19,OH,,5.0,,5.0
2020-12-26,OH,,14.0,,14.0
2021-01-02,OH,,21.0,,21.0
2021-01-09,OH,,11.0,,11.0
2021-01-16,OH,,7.0,,7.0
2021-01-23,OH,,6.0,,6.0
2021-01-30,OH,,8.0,,8.0
2021-02-06,OH,,6.0,,6.0
2021-02-13,OH,,9.0,,9.0
2021-02-20,OH,,12.0,,12.0
2021-02-27,OH,,11.0,,11.0
2021-03-06,OH,,12.0,,12.0
2021-03-13,OH,986.0,7.0,,993.0
2021-03-20,OH,915.0,5.0,,920.0
2021-03-27,OH,,6.0,,6.0
2021-04-03,OH,,7.0,,7.0
2021-04-10,OH,,1.0,,1.0
2021-04-17,OH,,9.0,,9.0
2021-04-24,OH,,3.0,,3.0
2021-05-01,OH,,3.0,,3.0
2021-05-08,OH,,1.0,,1.0
2021-05-15,OH,857.0,2.0,,859.0
2021-05-22,OH,893.0,1.0,,894.0
2021-05-29,OH,790.0,3.0,,793.0
2021-06-05,OH,634.0,0.0,,634.0
2021-06-12,OH,418.0,3.0,,421.0
2021-06-19,OH,365.0,3.0,,368.0
2021-06-26,OH,310.0,0.0,,310.0
2021-07-03,OH,230.0,2.0,,232.0
2021-07-10,OH,259.0,0.0,,259.0
2021-07-17,OH,318.0,0.0,,318.0
2021-07-24,OH,437.0,0.0,,437.0
2021-07-31,OH,654.0,5.0,,659.0
2021-08-07,OH,957.0,29.0,,986.0
2021-08-14,OH,,5.0,,5.0
2021-08-21,OH,,2.0,,2.0
2021-08-28,OH,,1.0,,1.0
2021-09-04,OH,,0.0,,0.0
2021-09-11,OH,,3.0,,3.0
2021-09-18,OH,,6.0,,6.0
2021-09-25,OH,,2.0,,2.0
2021-10-02,OH,,8.0,,8.0
2021-10-09,RI,58.0,0.0,,58.0
2021-10-16,RI,51.0,1.0,,52.0
2021-10-23,RI,61.0,0.0,,61.0
2021-10-30,RI,42.0,1.0,,43.0
2021-11-06,RI,66.0,1.0,,67.0
2021-11-13,RI,63.0,0.0,,63.0
2021-11-20,RI,80.0,0.0,,80.0
2021-11-27,RI,92.0,0.0,,92.0
2021-12-04,RI,123.0,3.0,,126.0
2021-12-11,RI,174.0,1.0,,175.0
2021-12-18,RI,218.0,3.0,,221.0
2021-12-25,RI,181.0,4.0,,185.0
2022-01-01,RI,277.0,3.0,,280.0
2022-01-08,RI,374.0,2.0,,376.0
2022-01-15,RI,434.0,1.0,,435.0
2022-01-22,RI,334.0,1.0,,335.0
2022-01-29,RI,264.0,2.0,,266.0
2022-02-05,RI,165.0,0.0,,165.0
2022-02-12,RI,94.0,0.0,,94.0
2022-02-19,RI,67.0,1.0,,68.0
2022-02-26,RI,55.0,0.0,,55.0
2022-03-05,RI,36.0,2.0,,38.0
2022-03-12,RI,27.0,0.0,,27.0
2022-03-19,RI,34.0,1.0,,35.0
2022-03-26,RI,26.0,1.0,,27.0
2022-04-02,RI,116.0,3.0,,119.0
2022-04-09,RI,100.0,5.0,,105.0
2022-04-16,RI,35.0,9.0,,44.0
2022-04-23,RI,38.0,10.0,,48.0
2022-04-30,RI,57.0,5.0,,62.0
2022-05-07,RI,64.0,6.0,,70.0
2022-05-14,RI,96.0,8.0,,104.0
2022-05-21,RI,86.0,6.0,,92.0
2022-05-28,RI,78.0,7.0,,85.0
2022-06-04,RI,58.0,6.0,,64.0
2022-06-11,RI,59.0,1.0,,60.0
2022-06-18,RI,46.0,2.0,,48.0
2022-06-25,RI,40.0,1.0,,41.0
2022-07-02,RI,35.0,0.0,,35.0
2022-07-09,RI,64.0,9.0,,73.0
2022-07-16,RI,49.0,1.0,,50.0
2022-07-23,RI,49.0,0.0,,49.0
2022-07-30,RI,50.0,0.0,,50.0
2022-08-06,RI,79.0,0.0,,79.0
2022-08-13,RI,97.0,0.0,,97.0
2022-08-20,RI,102.0,0.0,,102.0
2022-08-27,RI,88.0,0.0,,88.0
2022-09-03,RI,73.0,0.0,,73.0
2022-09-10,RI,73.0,0.0,,73.0
2022-09-17,RI,90.0,0.0,,90.0
2022-09-24,RI,72.0,0.0,,72.0
2022-10-01,RI,87.0,1.0,,88.0
2021-10-09,REGION 10,,4.0,,4.0
2021-10-16,REGION 10,,1.0,,1.0
2021-10-23,REGION 10,,2.0,,2.0
2021-10-30,REGION 10,,3.0,,3.0
2021-11-06,REGION 10,,0.0,,0.0
2021-11-13,REGION 10,,0.0,,0.0
2021-11-20,REGION 10,,4.0,,4.0
2021-11-27,REGION 10,,8.0,,8.0
2021-12-04,REGION 10,,5.0,,5.0
2021-12-11,REGION 10,,6.0,,6.0
2021-12-18,REGION 10,944.0,11.0,,955.0
2021-12-25,REGION 10,,18.0,,18.0
2022-01-01,REGION 10,,23.0,,23.0
2022-01-08,REGION 10,,12.0,,12.0
2022-01-15,REGION 10,,25.0,,25.0
2022-01-22,REGION 10,,24.0,,24.0
2022-01-29,REGION 10,,10.0,,10.0
2022-02-05,REGION 10,,10.0,,10.0
2022-02-12,REGION 10,,11.0,,11.0
2022-02-19,REGION 10,,12.0,,12.0
2022-02-26,REGION 10,,13.0,,13.0
2022-03-05,REGION 10,997.0,16.0,,1013.0
2022-03-12,REGION 10,740.0,34.0,,774.0
2022-03-19,REGION 10,515.0,56.0,,571.0
2022-03-26,REGION 10,403.0,65.0,,468.0
2022-04-02,REGION 10,338.0,49.0,,387.0
2022-04-09,REGION 10,349.0,60.0,,409.0
2022-04-16,REGION 10,406.0,63.0,,469.0
2022-04-23,REGION 10,473.0,80.0,,553.0
2022-04-30,REGION 10,587.0,81.0,,668.0
2022-05-07,REGION 10,868.0,106.0,,974.0
2022-05-14,REGION 10,,102.0,,102.0
2022-05-21,REGION 10,,126.0,,126.0
2022-05-28,REGION 10,,107.0,,107.0
2022-06-04,REGION 10,,105.0,,105.0
2022-06-11,REGION 10,,88.0,,88.0
2022-06-18,REGION 10,,62.0,,62.0
2022-06-25,REGION 10,,77.0,,77.0
2022-07-02,REGION 10,,63.0,,63.0
2022-07-09,REGION 10,,37.0,,37.0
2022-07-16,REGION 10,,41.0,,41.0
2022-07-23,REGION 10,,24.0,,24.0
2022-07-30,REGION 10,,15.0,,15.0
2022-08-06,REGION 10,,20.0,,20.0
2022-08-13,REGION 10,,18.0,,18.0
2022-08-20,REGION 10,,14.0,,14.0
2022-08-27,REGION 10,,8.0,,8.0
2022-09-03,REGION 10,,20.0,,20.0
2022-09-10,REGION 10,946.0,16.0,,962.0
2022-09-17,REGION 10,846.0,16.0,,862.0
2022-09-24,REGION 10,883.0,12.0,,895.0
2022-10-01,REGION 10,862.0,17.0,,879.0
2024-10-05,REGION 2,471.0,27.0,0.0,498.0
2024-10-12,REGION 2,64.0,9.0,1.0,74.0
2024-10-19,REGION 2,132.0,11.0,4.0,147.0
2024-10-26,REGION 2,122.0,24.0,23.0,169.0
2024-11-02,REGION 2,435.0,58.0,147.0,640.0
2024-11-09,REGION 2,651.0,222.0,377.0,1250.0
2024-11-16,REGION 2,634.0,328.0,558.0,1520.0
2024-11-23,REGION 2,677.0,310.0,809.0,1796.0
2024-11-30,REGION 2,663.0,580.0,,1243.0
2024-12-07,REGION 2,778.0,841.0,,1619.0
2024-12-14,REGION 2,871.0,,,871.0
2024-12-21,REGION 2,,,,0.0
2024-12-28,REGION 2,,,,0.0
2025-01-04,REGION 2,,,,0.0
2025-01-11,REGION 2,,,,0.0
2025-01-18,REGION 2,,,,0.0
2025-01-25,REGION 2,,,,0.0
2025-02-01,REGION 2,,,954.0,954.0
2025-02-08,REGION 2,,,789.0,789.0
2025-02-15,REGION 2,,,675.0,675.0
2025-02-22,REGION 2,,,620.0,620.0
2025-03-01,REGION 2,,,502.0,502.0
2025-03-08,REGION 2,,,501.0,501.0
2025-03-15,REGION 2,,,401.0,401.0
2025-03-22,REGION 2,,,362.0,362.0
2025-03-29,REGION 2,,,305.0,305.0
2025-04-05,REGION 2,,950.0,281.0,1231.0
2025-04-12,REGION 2,,830.0,240.0,1070.0
2025-04-19,REGION 2,,607.0,177.0,784.0
2025-04-26,REGION 2,999.0,468.0,154.0,1621.0
2025-05-03,REGION 2,852.0,365.0,117.0,1334.0
2025-05-10,REGION 2,672.0,355.0,102.0,1129.0
2025-05-17,REGION 2,598.0,308.0,66.0,972.0
2025-05-24,REGION 2,523.0,249.0,64.0,836.0
2025-05-31,REGION 2,592.0,326.0,47.0,965.0
2025-06-07,REGION 2,608.0,238.0,44.0,890.0
2025-06-14,REGION 2,603.0,243.0,52.0,898.0
2025-06-21,REGION 2,606.0,256.0,25.0,887.0
2025-06-28,REGION 2,471.0,161.0,22.0,654.0
2025-07-05,REGION 2,515.0,171.0,25.0,711.0
2025-07-12,REGION 2,477.0,146.0,25.0,648.0
2025-07-19,REGION 2,503.0,131.0,20.0,654.0
2025-07-26,REGION 2,599.0,139.0,26.0,764.0
2025-08-02,REGION 2,646.0,121.0,20.0,787.0
2025-08-09,REGION 2,696.0,120.0,24.0,840.0
2025-08-16,REGION 2,694.0,70.0,22.0,786.0
2025-08-23,REGION 2,914.0,118.0,19.0,1051.0
2025-08-30,REGION 2,902.0,110.0,30.0,1042.0
2025-09-06,REGION 2,904.0,172.0,50.0,1126.0
2025-09-13,REGION 2,858.0,147.0,66.0,1071.0
2025-09-20,REGION 2,,97.0,54.0,151.0
2025-09-27,REGION 2,881.0,97.0,72.0,1050.0
2020-10-03,SC,376.0,0.0,,376.0
2020-10-10,SC,502.0,0.0,,502.0
2020-10-17,SC,541.0,0.0,,541.0
2020-10-24,SC,461.0,1.0,,462.0
2020-10-31,SC,506.0,3.0,,509.0
2020-11-07,SC,468.0,3.0,,471.0
2020-11-14,SC,515.0,2.0,,517.0
2020-11-21,SC,571.0,7.0,,578.0
2020-11-28,SC,649.0,6.0,,655.0
2020-12-05,SC,841.0,8.0,,849.0
2020-12-12,SC,,4.0,,4.0
2020-12-19,SC,,7.0,,7.0
2020-12-26,SC,,10.0,,10.0
2021-01-02,SC,,13.0,,13.0
2021-01-09,SC,,5.0,,5.0
2021-01-16,SC,,5.0,,5.0
2021-01-23,SC,,6.0,,6.0
2021-01-30,SC,,9.0,,9.0
2021-02-06,SC,,4.0,,4.0
2021-02-13,SC,,5.0,,5.0
2021-02-20,SC,817.0,7.0,,824.0
2021-02-27,SC,682.0,9.0,,691.0
2021-03-06,SC,529.0,6.0,,535.0
2021-03-13,SC,476.0,7.0,,483.0
2021-03-20,SC,448.0,3.0,,451.0
2021-03-27,SC,424.0,6.0,,430.0
2021-04-03,SC,492.0,2.0,,494.0
2021-04-10,SC,480.0,1.0,,481.0
2021-04-17,SC,470.0,9.0,,479.0
2021-04-24,SC,417.0,7.0,,424.0
2021-05-01,SC,361.0,4.0,,365.0
2021-05-08,SC,294.0,2.0,,296.0
2021-05-15,SC,262.0,3.0,,265.0
2021-05-22,SC,208.0,8.0,,216.0
2021-05-29,SC,186.0,0.0,,186.0
2021-06-05,SC,146.0,2.0,,148.0
2021-06-12,SC,104.0,0.0,,104.0
2021-06-19,SC,104.0,0.0,,104.0
2021-06-26,SC,85.0,0.0,,85.0
2021-07-03,SC,90.0,0.0,,90.0
2021-07-10,SC,150.0,0.0,,150.0
2021-07-17,SC,247.0,0.0,,247.0
2021-07-24,SC,349.0,0.0,,349.0
2021-07-31,SC,725.0,2.0,,727.0
2021-08-07,SC,,1.0,,1.0
2021-08-14,SC,,5.0,,5.0
2021-08-21,SC,,4.0,,4.0
2021-08-28,SC,,1.0,,1.0
2021-09-04,SC,,0.0,,0.0
2021-09-11,SC,,0.0,,0.0
2021-09-18,SC,,2.0,,2.0
2021-09-25,SC,,0.0,,0.0
2021-10-02,SC,,0.0,,0.0
2020-10-03,TN,,0.0,,0.0
2020-10-10,TN,,0.0,,0.0
2020-10-17,TN,,0.0,,0.0
2020-10-24,TN,,20.0,,20.0
2020-10-31,TN,,30.0,,30.0
2020-11-07,TN,,28.0,,28.0
2020-11-14,TN,,44.0,,44.0
2020-11-21,TN,,50.0,,50.0
2020-11-28,TN,,38.0,,38.0
2020-12-05,TN,,24.0,,24.0
2020-12-12,TN,,21.0,,21.0
2020-12-19,TN,,23.0,,23.0
2020-12-26,TN,,41.0,,41.0
2021-01-02,TN,,34.0,,34.0
2021-01-09,TN,,26.0,,26.0
2021-01-16,TN,,34.0,,34.0
2021-01-23,TN,,26.0,,26.0
2021-01-30,TN,,39.0,,39.0
2021-02-06,TN,,44.0,,44.0
2021-02-13,TN,,30.0,,30.0
2021-02-20,TN,,29.0,,29.0
